               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  73,            0.022221,            0.010112,           0.0010485,             0.98437,             0.98564,             0.99263,              0.7382,            0.019846,              0.0102,          0.00060363,            0.002872,            0.002872,            0.002872
                  74,            0.022107,             0.01004,           0.0010348,             0.98113,             0.98588,              0.9934,             0.73463,            0.019905,            0.010294,          0.00067244,            0.002773,            0.002773,            0.002773
                  75,            0.021818,           0.0098748,           0.0010784,             0.97918,             0.98933,             0.99326,             0.73607,            0.019738,            0.010279,          0.00059858,            0.002674,            0.002674,            0.002674
                  76,            0.021874,           0.0097355,           0.0011975,              0.9812,             0.98598,             0.99283,             0.73556,            0.019548,            0.010192,           0.0006272,            0.002575,            0.002575,            0.002575
                  77,            0.022109,           0.0098764,           0.0011881,             0.98521,             0.98465,             0.99316,              0.7422,            0.019324,            0.010157,          0.00060814,            0.002476,            0.002476,            0.002476
                  78,            0.021678,           0.0098972,           0.0010546,             0.98666,             0.98185,             0.99298,             0.73745,            0.019271,            0.010111,          0.00058103,            0.002377,            0.002377,            0.002377
                  79,            0.021795,           0.0096341,           0.0010781,             0.97541,              0.9865,             0.99277,             0.74722,            0.019403,            0.010128,          0.00056365,            0.002278,            0.002278,            0.002278
                  80,            0.021591,            0.009816,           0.0011919,             0.98043,             0.98664,              0.9929,             0.74294,            0.019096,            0.010166,          0.00055411,            0.002179,            0.002179,            0.002179
                  81,            0.021606,           0.0099371,           0.0011619,             0.98108,             0.98847,             0.99375,             0.74506,            0.019216,            0.010085,          0.00057712,             0.00208,             0.00208,             0.00208
                  82,            0.021573,           0.0098218,           0.0010879,             0.98169,             0.98835,               0.993,             0.75274,            0.018963,            0.010036,          0.00054392,            0.001981,            0.001981,            0.001981
                  83,            0.021351,           0.0096427,           0.0011292,             0.98127,             0.98874,             0.99377,             0.74417,            0.019183,            0.010073,          0.00057482,            0.001882,            0.001882,            0.001882
                  84,            0.021368,           0.0098469,           0.0011778,             0.97873,             0.99193,             0.99394,             0.75051,            0.018887,            0.010018,          0.00054857,            0.001783,            0.001783,            0.001783
                  85,            0.021167,           0.0098316,           0.0011552,             0.98639,             0.99281,             0.99384,              0.7476,            0.018907,           0.0099823,           0.0005098,            0.001684,            0.001684,            0.001684
                  86,            0.020702,           0.0095446,           0.0010382,             0.97783,             0.99147,             0.99384,             0.75818,            0.018463,            0.009892,          0.00050446,            0.001585,            0.001585,            0.001585
                  87,            0.020781,           0.0097176,          0.00094418,             0.98769,             0.98842,             0.99305,              0.7544,            0.018402,           0.0098637,          0.00049008,            0.001486,            0.001486,            0.001486
                  88,            0.020361,            0.009583,           0.0009286,             0.97946,             0.99196,             0.99339,              0.7613,            0.018427,           0.0099103,          0.00047691,            0.001387,            0.001387,            0.001387
                  89,            0.020567,           0.0096534,          0.00084902,             0.98461,             0.98974,             0.99324,             0.75855,            0.018234,           0.0098479,          0.00047358,            0.001288,            0.001288,            0.001288
                  90,             0.02051,           0.0095076,          0.00084631,             0.98858,             0.98991,              0.9939,             0.76027,            0.018302,           0.0098349,          0.00046639,            0.001189,            0.001189,            0.001189
                  91,            0.020565,           0.0096473,           0.0010107,             0.97904,             0.99221,             0.99387,             0.76137,            0.018247,           0.0098112,          0.00047969,             0.00109,             0.00109,             0.00109
                  92,            0.020132,           0.0094167,          0.00091193,             0.98751,             0.99437,             0.99407,             0.76166,            0.018017,            0.009788,            0.000465,            0.000991,            0.000991,            0.000991
                  93,            0.020587,           0.0096991,           0.0009638,             0.98615,             0.99393,             0.99418,             0.76152,            0.018122,           0.0097617,          0.00044853,            0.000892,            0.000892,            0.000892
                  94,            0.020009,           0.0094814,          0.00097935,             0.98663,             0.99397,             0.99411,             0.76871,            0.018079,           0.0097542,          0.00044635,            0.000793,            0.000793,            0.000793
                  95,            0.020345,           0.0095787,          0.00099006,              0.9877,             0.99132,             0.99412,             0.76536,            0.017878,           0.0097147,          0.00044655,            0.000694,            0.000694,            0.000694
                  96,            0.019868,           0.0094145,          0.00084845,             0.98441,             0.98612,             0.99401,             0.76806,            0.017903,            0.009687,          0.00045067,            0.000595,            0.000595,            0.000595
                  97,            0.020003,           0.0093477,          0.00094136,             0.98739,             0.99448,             0.99404,              0.7683,            0.017781,           0.0096805,           0.0004348,            0.000496,            0.000496,            0.000496
                  98,            0.019883,           0.0093174,          0.00091637,             0.98595,             0.99413,             0.99386,             0.76831,            0.017872,           0.0096571,          0.00044074,            0.000397,            0.000397,            0.000397
                  99,            0.019631,           0.0095533,          0.00073659,             0.98475,             0.99478,             0.99391,             0.76974,            0.017723,           0.0096582,          0.00043806,            0.000298,            0.000298,            0.000298
